city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Gerjen,46.4911,18.9028,Hungary,HU,Tolna,,1200,1200
Somogysárd,46.4136,17.5968,Hungary,HU,Somogy,,1197,1197
Lovászi,46.5500,16.5667,Hungary,HU,Zala,,1194,1194
Tenk,47.6560,20.3410,Hungary,HU,Heves,,1194,1194
Bakonszeg,47.1833,21.4500,Hungary,HU,Hajdú-Bihar,,1194,1194
Borsodszentgyörgy,48.1896,20.2089,Hungary,HU,Borsod-Abaúj-Zemplén,,1193,1193
Hencida,47.2500,21.7000,Hungary,HU,Hajdú-Bihar,,1191,1191
Pusztazámor,47.4029,18.7826,Hungary,HU,Pest,,1190,1190
Kehidakustány,46.8433,17.0944,Hungary,HU,Zala,,1187,1187
Gerendás,46.5970,20.8600,Hungary,HU,Békés,,1187,1187
Nyírcsászári,47.8644,22.1748,Hungary,HU,Szabolcs-Szatmár-Bereg,,1185,1185
Sarud,47.5950,20.5900,Hungary,HU,Heves,,1184,1184
Csabdi,47.5230,18.6102,Hungary,HU,Fejér,,1183,1183
Mezőcsokonya,46.4316,17.6465,Hungary,HU,Somogy,,1183,1183
Hetes,46.4217,17.6928,Hungary,HU,Somogy,,1182,1182
Súr,47.3708,18.0288,Hungary,HU,Komárom-Esztergom,,1182,1182
Mezőszemere,47.7460,20.5190,Hungary,HU,Heves,,1180,1180
Tarany,46.1823,17.3090,Hungary,HU,Somogy,,1180,1180
Magyarpolány,47.1702,17.5465,Hungary,HU,Veszprém,,1175,1175
Révfülöp,46.8326,17.6277,Hungary,HU,Veszprém,,1174,1174
Ecseg,47.8971,19.6041,Hungary,HU,Nógrád,,1174,1174
Nagyiván,47.4833,20.9333,Hungary,HU,Jász-Nagykun-Szolnok,,1174,1174
Furta,47.1333,21.4667,Hungary,HU,Hajdú-Bihar,,1170,1170
Kenézlő,48.1982,21.5295,Hungary,HU,Borsod-Abaúj-Zemplén,,1169,1169
Páhi,46.7167,19.4000,Hungary,HU,Bács-Kiskun,,1169,1169
Rezi,46.8333,17.2167,Hungary,HU,Zala,,1168,1168
Pápateszér,47.3823,17.7019,Hungary,HU,Veszprém,,1168,1168
Hidasnémeti,48.4995,21.2290,Hungary,HU,Borsod-Abaúj-Zemplén,,1165,1165
Detk,47.7500,20.1000,Hungary,HU,Heves,,1165,1165
Makád,47.0889,18.9253,Hungary,HU,Pest,,1165,1165
Csákberény,47.3459,18.3300,Hungary,HU,Fejér,,1165,1165
Inke,46.3925,17.1916,Hungary,HU,Somogy,,1164,1164
Ecsegfalva,47.1500,20.9167,Hungary,HU,Békés,,1164,1164
Szalonna,48.4476,20.7396,Hungary,HU,Borsod-Abaúj-Zemplén,,1163,1163
Szabolcsbáka,48.1500,22.1500,Hungary,HU,Szabolcs-Szatmár-Bereg,,1162,1162
Őriszentpéter,46.8389,16.4211,Hungary,HU,Vas,,1160,1160
Újléta,47.4667,21.8833,Hungary,HU,Hajdú-Bihar,,1159,1159
Nagyesztergár,47.2768,17.9052,Hungary,HU,Veszprém,,1156,1156
Regöly,46.5786,18.3906,Hungary,HU,Tolna,,1156,1156
Felgyő,46.6500,20.1000,Hungary,HU,Csongrád,,1155,1155
Balatonvilágos,46.9744,18.1653,Hungary,HU,Veszprém,,1153,1153
Hejőpapi,47.8964,20.9091,Hungary,HU,Borsod-Abaúj-Zemplén,,1152,1152
Szuhogy,48.3840,20.6751,Hungary,HU,Borsod-Abaúj-Zemplén,,1151,1151
Tataháza,46.1728,19.3000,Hungary,HU,Bács-Kiskun,,1151,1151
Szalánta,45.9500,18.2333,Hungary,HU,Baranya,,1149,1149
Juta,46.4062,17.7364,Hungary,HU,Somogy,,1146,1146
Borsodszirák,48.2606,20.7688,Hungary,HU,Borsod-Abaúj-Zemplén,,1145,1145
Kisar,48.0589,22.5156,Hungary,HU,Szabolcs-Szatmár-Bereg,,1145,1145
Páka,46.5833,16.6500,Hungary,HU,Zala,,1140,1140
Kurd,46.4447,18.3163,Hungary,HU,Tolna,,1139,1139
Máza,46.2790,18.4042,Hungary,HU,Baranya,,1138,1138
Mezőladány,48.2833,22.2167,Hungary,HU,Szabolcs-Szatmár-Bereg,,1138,1138
Teskánd,46.8556,16.7805,Hungary,HU,Zala,,1135,1135
Halimba,47.0331,17.5358,Hungary,HU,Veszprém,,1135,1135
Gyöngyösfalu,47.3183,16.5806,Hungary,HU,Vas,,1134,1134
Sáta,48.1844,20.3931,Hungary,HU,Borsod-Abaúj-Zemplén,,1133,1133
Lovászpatona,47.4325,17.6260,Hungary,HU,Veszprém,,1133,1133
Tiszaszentmárton,48.3833,22.2333,Hungary,HU,Szabolcs-Szatmár-Bereg,,1130,1130
Monostorapáti,46.9273,17.5568,Hungary,HU,Veszprém,,1129,1129
Parasznya,48.1697,20.6415,Hungary,HU,Borsod-Abaúj-Zemplén,,1128,1128
Babót,47.5749,17.0756,Hungary,HU,Győr-Moson-Sopron,,1128,1128
Gérce,47.2140,17.0181,Hungary,HU,Vas,,1124,1124
Bocfölde,46.7814,16.8426,Hungary,HU,Zala,,1123,1123
Vállaj,47.7642,22.3822,Hungary,HU,Szabolcs-Szatmár-Bereg,,1120,1120
Boldogkőváralja,48.3380,21.2358,Hungary,HU,Borsod-Abaúj-Zemplén,,1119,1119
Lesencetomaj,46.8566,17.3684,Hungary,HU,Veszprém,,1119,1119
Letkés,47.8833,18.7833,Hungary,HU,Pest,,1119,1119
Visonta,47.7800,20.0300,Hungary,HU,Heves,,1118,1118
Dömös,47.7648,18.9144,Hungary,HU,Komárom-Esztergom,,1116,1116
Ároktő,47.7308,20.9423,Hungary,HU,Borsod-Abaúj-Zemplén,,1116,1116
Visznek,47.6420,20.0270,Hungary,HU,Heves,,1113,1113
Nyírgelse,47.7622,21.9717,Hungary,HU,Szabolcs-Szatmár-Bereg,,1112,1112
Szentpéterszeg,47.2333,21.6167,Hungary,HU,Hajdú-Bihar,,1111,1111
Sajóhidvég,48.0042,20.9505,Hungary,HU,Borsod-Abaúj-Zemplén,,1109,1109
Bodrogkeresztúr,48.1603,21.3597,Hungary,HU,Borsod-Abaúj-Zemplén,,1109,1109
Somlóvásárhely,47.1204,17.3759,Hungary,HU,Veszprém,,1108,1108
Homokszentgyörgy,46.1178,17.5756,Hungary,HU,Somogy,,1108,1108
Balogunyom,47.1587,16.6456,Hungary,HU,Vas,,1106,1106
Cered,48.1454,19.9657,Hungary,HU,Nógrád,,1105,1105
Nyíribrony,48.0167,21.9667,Hungary,HU,Szabolcs-Szatmár-Bereg,,1104,1104
Tépe,47.3167,21.5833,Hungary,HU,Hajdú-Bihar,,1104,1104
Sokorópátka,47.4833,17.7000,Hungary,HU,Győr-Moson-Sopron,,1102,1102
Várdomb,46.2487,18.6870,Hungary,HU,Tolna,,1100,1100
Nagykónyi,46.5941,18.2008,Hungary,HU,Tolna,,1099,1099
Gelse,46.6027,16.9890,Hungary,HU,Zala,,1098,1098
Bárdudvarnok,46.3283,17.6862,Hungary,HU,Somogy,,1098,1098
Berzék,48.0244,20.9531,Hungary,HU,Borsod-Abaúj-Zemplén,,1096,1096
Murony,46.7667,21.0500,Hungary,HU,Békés,,1095,1095
Görgeteg,46.1473,17.4448,Hungary,HU,Somogy,,1093,1093
Kömlőd,47.5468,18.2605,Hungary,HU,Komárom-Esztergom,,1090,1090
Hernádvécse,48.4449,21.1675,Hungary,HU,Borsod-Abaúj-Zemplén,,1089,1089
Bácsborsód,46.0942,19.1589,Hungary,HU,Bács-Kiskun,,1087,1087
Lukácsháza,47.3500,16.5833,Hungary,HU,Vas,,1086,1086
Tótszerdahely,46.4000,16.8000,Hungary,HU,Zala,,1081,1081
Balatonberény,46.7068,17.3209,Hungary,HU,Somogy,,1081,1081
Erdőbénye,48.2682,21.3561,Hungary,HU,Borsod-Abaúj-Zemplén,,1081,1081
Bódvaszilas,48.5369,20.7301,Hungary,HU,Borsod-Abaúj-Zemplén,,1080,1080
Andocs,46.6500,17.9167,Hungary,HU,Somogy,,1078,1078
Nagyrécse,46.4895,17.0526,Hungary,HU,Zala,,1077,1077
Nézsa,47.8458,19.2934,Hungary,HU,Nógrád,,1073,1073
Varbó,48.1614,20.6181,Hungary,HU,Borsod-Abaúj-Zemplén,,1069,1069
Zákány,46.2513,16.9507,Hungary,HU,Somogy,,1068,1068
Csököly,46.2995,17.5608,Hungary,HU,Somogy,,1068,1068
Káld,47.1631,17.0458,Hungary,HU,Vas,,1065,1065
Szalaszend,48.3860,21.1231,Hungary,HU,Borsod-Abaúj-Zemplén,,1064,1064
Beloiannisz,47.1835,18.8241,Hungary,HU,Fejér,,1063,1063
Pálháza,48.4717,21.5094,Hungary,HU,Borsod-Abaúj-Zemplén,,1060,1060
Medgyesbodzás,46.5200,20.9700,Hungary,HU,Békés,,1060,1060
Balatongyörök,46.7616,17.3487,Hungary,HU,Zala,,1060,1060
Sárszentlőrinc,46.6240,18.6050,Hungary,HU,Tolna,,1060,1060
Mezőgyán,46.8667,21.5333,Hungary,HU,Békés,,1058,1058
Rétközberencs,48.2000,22.0167,Hungary,HU,Szabolcs-Szatmár-Bereg,,1057,1057
Veszprémvarsány,47.4294,17.8294,Hungary,HU,Győr-Moson-Sopron,,1057,1057
Dorogháza,47.9880,19.9006,Hungary,HU,Nógrád,,1053,1053
Balaton,48.0927,20.3062,Hungary,HU,Heves,,1053,1053
Szomor,47.5930,18.6633,Hungary,HU,Komárom-Esztergom,,1051,1051
Vásárosdombó,46.3059,18.1313,Hungary,HU,Baranya,,1048,1048
Székely,48.0586,21.9337,Hungary,HU,Szabolcs-Szatmár-Bereg,,1044,1044
Nyírtét,48.0167,21.9333,Hungary,HU,Szabolcs-Szatmár-Bereg,,1044,1044
Beszterec,48.1565,21.8380,Hungary,HU,Szabolcs-Szatmár-Bereg,,1043,1043
Tardona,48.1718,20.5339,Hungary,HU,Borsod-Abaúj-Zemplén,,1043,1043
Várvölgy,46.8667,17.3000,Hungary,HU,Zala,,1043,1043
Galgagyörk,47.7333,19.3833,Hungary,HU,Pest,,1041,1041
Bükkösd,46.1000,17.9833,Hungary,HU,Baranya,,1041,1041
Sajóecseg,48.1919,20.7748,Hungary,HU,Borsod-Abaúj-Zemplén,,1040,1040
Tolnanémedi,46.7154,18.4757,Hungary,HU,Tolna,,1040,1040
Nagylók,46.9789,18.6406,Hungary,HU,Fejér,,1040,1040
Nőtincs,47.8833,19.1500,Hungary,HU,Nógrád,,1038,1038
Penészlek,47.6333,22.1500,Hungary,HU,Szabolcs-Szatmár-Bereg,,1037,1037
Petőháza,47.5948,16.8934,Hungary,HU,Győr-Moson-Sopron,,1036,1036
Tiszaderzs,47.5167,20.6500,Hungary,HU,Jász-Nagykun-Szolnok,,1036,1036
Kajászó,47.3239,18.7198,Hungary,HU,Fejér,,1035,1035
Kölked,45.9500,18.7000,Hungary,HU,Baranya,,1035,1035
Olaszfalu,47.2434,17.9053,Hungary,HU,Veszprém,,1033,1033
Sarród,47.6317,16.8604,Hungary,HU,Győr-Moson-Sopron,,1032,1032
Kisvarsány,48.1500,22.3000,Hungary,HU,Szabolcs-Szatmár-Bereg,,1030,1030
Dormánd,47.7210,20.4180,Hungary,HU,Heves,,1028,1028
Nagylózs,47.5669,16.7708,Hungary,HU,Győr-Moson-Sopron,,1027,1027
Hejőkeresztúr,47.9633,20.8767,Hungary,HU,Borsod-Abaúj-Zemplén,,1025,1025
Kamut,46.7667,20.9833,Hungary,HU,Békés,,1025,1025
Bárna,48.1000,19.9333,Hungary,HU,Nógrád,,1024,1024
Ságújfalu,48.1038,19.6791,Hungary,HU,Nógrád,,1023,1023
Rábapordány,47.5667,17.3333,Hungary,HU,Győr-Moson-Sopron,,1023,1023
Tiborszállás,47.8167,22.4167,Hungary,HU,Szabolcs-Szatmár-Bereg,,1023,1023
Rábahidvég,47.0683,16.7439,Hungary,HU,Vas,,1022,1022
Bogád,46.0833,18.3333,Hungary,HU,Baranya,,1021,1021
Mihályi,47.5167,17.1000,Hungary,HU,Győr-Moson-Sopron,,1020,1020
Hahót,46.6500,16.9167,Hungary,HU,Zala,,1019,1019
Gyulaj,46.5075,18.2914,Hungary,HU,Tolna,,1019,1019
Balatonederics,46.8056,17.3779,Hungary,HU,Veszprém,,1018,1018
Himesháza,46.0833,18.5667,Hungary,HU,Baranya,,1017,1017
Cserépfalu,47.9404,20.5351,Hungary,HU,Borsod-Abaúj-Zemplén,,1017,1017
Tiszasas,46.8167,20.0833,Hungary,HU,Jász-Nagykun-Szolnok,,1015,1015
Kisnána,47.8520,20.1460,Hungary,HU,Heves,,1014,1014
Egervár,46.9355,16.8536,Hungary,HU,Zala,,1012,1012
Körösszegapáti,47.0333,21.6333,Hungary,HU,Hajdú-Bihar,,1012,1012
Magyarnándor,47.9674,19.3488,Hungary,HU,Nógrád,,1010,1010
Pázmándfalu,47.5705,17.7813,Hungary,HU,Győr-Moson-Sopron,,1010,1010
Bakonynána,47.2799,17.9711,Hungary,HU,Veszprém,,1009,1009
Aparhant,46.3321,18.4525,Hungary,HU,Tolna,,1009,1009
Csősz,47.0393,18.4139,Hungary,HU,Fejér,,1008,1008
Szászberek,47.3130,20.1010,Hungary,HU,Jász-Nagykun-Szolnok,,1006,1006
Zalaszentiván,46.8922,16.8995,Hungary,HU,Zala,,1005,1005
Somogyudvarhely,46.1763,17.1879,Hungary,HU,Somogy,,1005,1005
Gyékényes,46.2356,17.0006,Hungary,HU,Somogy,,1003,1003
Pusztamérges,46.3333,19.6833,Hungary,HU,Csongrád,,1002,1002
Berekfürdő,47.3833,20.8500,Hungary,HU,Jász-Nagykun-Szolnok,,1001,1001
